episode,q_learning_run_1,q_learning_run_2,q_learning_run_3,q_learning_run_4,q_learning_run_5,q_learning_run_6,q_learning_run_7,q_learning_run_8,q_learning_run_9,q_learning_run_10
446,-14.000000,-13.000000,-23.000000,-13.000000,-122.000000,-216.000000,-226.000000,-122.000000,-13.000000,-13.000000
447,-121.000000,-123.000000,-15.000000,-14.000000,-13.000000,-124.000000,-113.000000,-13.000000,-15.000000,-115.000000
448,-17.000000,-13.000000,-15.000000,-13.000000,-120.000000,-13.000000,-16.000000,-231.000000,-115.000000,-227.000000
449,-15.000000,-13.000000,-17.000000,-120.000000,-224.000000,-13.000000,-14.000000,-19.000000,-15.000000,-13.000000
450,-219.000000,-116.000000,-13.000000,-13.000000,-13.000000,-15.000000,-116.000000,-119.000000,-13.000000,-230.000000
451,-119.000000,-17.000000,-13.000000,-130.000000,-118.000000,-15.000000,-15.000000,-27.000000,-113.000000,-15.000000
452,-14.000000,-13.000000,-13.000000,-15.000000,-13.000000,-125.000000,-13.000000,-13.000000,-13.000000,-25.000000
453,-15.000000,-17.000000,-120.000000,-127.000000,-14.000000,-13.000000,-117.000000,-19.000000,-13.000000,-15.000000
454,-116.000000,-15.000000,-17.000000,-125.000000,-120.000000,-15.000000,-14.000000,-13.000000,-15.000000,-13.000000
455,-17.000000,-16.000000,-16.000000,-13.000000,-13.000000,-13.000000,-15.000000,-27.000000,-26.000000,-120.000000
456,-13.000000,-13.000000,-120.000000,-15.000000,-13.000000,-14.000000,-224.000000,-16.000000,-13.000000,-13.000000
457,-13.000000,-13.000000,-15.000000,-224.000000,-17.000000,-19.000000,-13.000000,-13.000000,-13.000000,-14.000000
458,-220.000000,-123.000000,-133.000000,-13.000000,-115.000000,-13.000000,-221.000000,-13.000000,-231.000000,-15.000000
459,-552.000000,-15.000000,-13.000000,-13.000000,-17.000000,-17.000000,-15.000000,-127.000000,-13.000000,-15.000000
460,-13.000000,-13.000000,-125.000000,-13.000000,-17.000000,-14.000000,-13.000000,-17.000000,-13.000000,-13.000000
461,-29.000000,-119.000000,-14.000000,-13.000000,-26.000000,-15.000000,-13.000000,-13.000000,-131.000000,-17.000000
462,-14.000000,-13.000000,-13.000000,-13.000000,-13.000000,-13.000000,-26.000000,-13.000000,-13.000000,-17.000000
463,-15.000000,-19.000000,-13.000000,-15.000000,-15.000000,-13.000000,-15.000000,-225.000000,-230.000000,-13.000000
464,-13.000000,-15.000000,-13.000000,-234.000000,-116.000000,-19.000000,-15.000000,-17.000000,-15.000000,-15.000000
465,-122.000000,-15.000000,-13.000000,-122.000000,-15.000000,-15.000000,-13.000000,-117.000000,-34.000000,-22.000000
466,-13.000000,-14.000000,-18.000000,-13.000000,-35.000000,-13.000000,-129.000000,-15.000000,-13.000000,-14.000000
467,-13.000000,-115.000000,-13.000000,-17.000000,-120.000000,-13.000000,-17.000000,-14.000000,-15.000000,-15.000000
468,-119.000000,-13.000000,-30.000000,-124.000000,-15.000000,-113.000000,-13.000000,-17.000000,-121.000000,-19.000000
469,-13.000000,-14.000000,-227.000000,-122.000000,-13.000000,-15.000000,-13.000000,-13.000000,-232.000000,-13.000000
470,-13.000000,-17.000000,-119.000000,-15.000000,-13.000000,-13.000000,-119.000000,-20.000000,-13.000000,-13.000000
471,-13.000000,-19.000000,-329.000000,-13.000000,-130.000000,-15.000000,-133.000000,-13.000000,-22.000000,-16.000000
472,-117.000000,-126.000000,-115.000000,-15.000000,-15.000000,-13.000000,-13.000000,-15.000000,-125.000000,-17.000000
473,-17.000000,-13.000000,-15.000000,-20.000000,-122.000000,-122.000000,-15.000000,-13.000000,-227.000000,-13.000000
474,-121.000000,-13.000000,-15.000000,-13.000000,-121.000000,-13.000000,-13.000000,-19.000000,-15.000000,-15.000000
475,-15.000000,-13.000000,-19.000000,-130.000000,-16.000000,-13.000000,-17.000000,-120.000000,-13.000000,-229.000000
476,-13.000000,-15.000000,-13.000000,-123.000000,-332.000000,-17.000000,-13.000000,-13.000000,-125.000000,-13.000000
477,-234.000000,-13.000000,-13.000000,-15.000000,-121.000000,-121.000000,-15.000000,-15.000000,-116.000000,-13.000000
478,-15.000000,-13.000000,-13.000000,-15.000000,-19.000000,-13.000000,-343.000000,-13.000000,-121.000000,-16.000000
479,-15.000000,-13.000000,-22.000000,-123.000000,-13.000000,-118.000000,-119.000000,-13.000000,-19.000000,-19.000000
480,-16.000000,-15.000000,-120.000000,-328.000000,-15.000000,-13.000000,-13.000000,-13.000000,-13.000000,-17.000000
481,-17.000000,-13.000000,-13.000000,-17.000000,-13.000000,-15.000000,-13.000000,-19.000000,-222.000000,-15.000000
482,-347.000000,-236.000000,-13.000000,-13.000000,-13.000000,-133.000000,-122.000000,-13.000000,-13.000000,-13.000000
483,-13.000000,-13.000000,-121.000000,-13.000000,-13.000000,-13.000000,-13.000000,-126.000000,-13.000000,-13.000000
484,-13.000000,-15.000000,-13.000000,-13.000000,-19.000000,-13.000000,-13.000000,-13.000000,-15.000000,-126.000000
485,-15.000000,-13.000000,-123.000000,-31.000000,-14.000000,-18.000000,-15.000000,-15.000000,-13.000000,-16.000000
486,-15.000000,-15.000000,-15.000000,-15.000000,-13.000000,-13.000000,-13.000000,-127.000000,-19.000000,-15.000000
487,-129.000000,-127.000000,-123.000000,-13.000000,-13.000000,-118.000000,-13.000000,-237.000000,-17.000000,-136.000000
488,-15.000000,-15.000000,-235.000000,-16.000000,-13.000000,-15.000000,-124.000000,-13.000000,-15.000000,-19.000000
489,-13.000000,-13.000000,-13.000000,-13.000000,-17.000000,-15.000000,-13.000000,-129.000000,-13.000000,-15.000000
490,-18.000000,-330.000000,-13.000000,-119.000000,-17.000000,-13.000000,-122.000000,-15.000000,-15.000000,-17.000000
491,-17.000000,-13.000000,-115.000000,-13.000000,-226.000000,-13.000000,-13.000000,-121.000000,-13.000000,-119.000000
492,-13.000000,-14.000000,-13.000000,-119.000000,-116.000000,-15.000000,-124.000000,-13.000000,-128.000000,-131.000000
493,-13.000000,-15.000000,-13.000000,-118.000000,-15.000000,-13.000000,-13.000000,-123.000000,-15.000000,-15.000000
494,-13.000000,-17.000000,-15.000000,-113.000000,-125.000000,-13.000000,-19.000000,-13.000000,-15.000000,-14.000000
495,-13.000000,-123.000000,-18.000000,-26.000000,-15.000000,-15.000000,-119.000000,-15.000000,-124.000000,-117.000000
496,-14.000000,-15.000000,-13.000000,-13.000000,-228.000000,-120.000000,-122.000000,-13.000000,-15.000000,-115.000000
497,-14.000000,-13.000000,-13.000000,-15.000000,-120.000000,-113.000000,-17.000000,-119.000000,-14.000000,-123.000000
498,-17.000000,-118.000000,-21.000000,-15.000000,-13.000000,-13.000000,-13.000000,-115.000000,-124.000000,-115.000000
499,-13.000000,-17.000000,-17.000000,-13.000000,-123.000000,-14.000000,-15.000000,-17.000000,-15.000000,-215.000000
500,-13.000000,-17.000000,-132.000000,-13.000000,-18.000000,-13.000000,-216.000000,-116.000000,-117.000000,-117.000000
